e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:00:00Z;233.81;234.23;234.33;233.5;100968;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:01:00Z;234.14;234.47;234.55;234.14;34781;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:02:00Z;234.49;234.52;234.87;234.3;21777;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:03:00Z;234.51;234.83;234.84;234.37;7781;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:04:00Z;234.79;234.67;234.84;234.65;6779;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:05:00Z;234.68;235.18;235.25;234.5;18920;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:06:00Z;235.11;235.13;235.32;235.02;10354;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:07:00Z;235.13;235.28;235.33;235.01;14140;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:08:00Z;235.33;235;235.45;234.73;24410;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:09:00Z;235;234.93;235;234.75;4946;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:10:00Z;234.94;234.81;234.95;234.77;3067;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:11:00Z;234.81;235;235.08;234.8;7876;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:12:00Z;235.08;235.29;235.29;235.03;3946;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:13:00Z;235.28;235.08;235.34;234.94;6344;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:14:00Z;235.08;235.07;235.18;234.9;4571;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:15:00Z;235.12;235.2;235.2;235.07;1758;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:16:00Z;235.22;235.09;235.25;235.08;5039;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:17:00Z;235.1;234.96;235.1;234.82;5555;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:18:00Z;234.98;234.95;235.1;234.81;6196;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:19:00Z;234.9;234.7;234.94;234.56;15524;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:20:00Z;234.7;234.8;234.94;234.56;13417;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:21:00Z;234.79;234.61;234.81;234.51;8020;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:22:00Z;234.57;234.82;234.88;234.44;8815;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:23:00Z;234.79;234.74;234.86;234.7;1620;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:24:00Z;234.74;234.95;235;234.67;7322;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:25:00Z;234.93;234.78;234.93;234.7;1491;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:26:00Z;234.73;234.39;234.73;234.39;2760;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:27:00Z;234.45;234.63;234.7;234.45;2979;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:28:00Z;234.65;234.6;234.7;234.52;1998;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:29:00Z;234.6;234.57;234.6;234.57;476;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:30:00Z;234.51;234.7;234.7;234.46;2711;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:31:00Z;234.7;234.74;234.74;234.58;6271;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:32:00Z;234.67;234.47;234.7;234.41;8355;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:33:00Z;234.41;234.5;234.58;234.35;2196;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:34:00Z;234.57;234.92;234.95;234.57;5763;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:35:00Z;234.95;234.71;234.95;234.71;2713;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:36:00Z;234.71;234.87;234.88;234.64;927;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:37:00Z;234.87;235.11;235.11;234.81;12556;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:38:00Z;235.14;235.03;235.18;234.98;4198;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:39:00Z;235.06;235;235.09;234.92;4805;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:40:00Z;234.97;235.1;235.19;234.97;1758;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:41:00Z;235.09;235.1;235.16;235.01;1962;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:42:00Z;235.06;235.12;235.14;235.02;1286;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:43:00Z;235.1;235.09;235.29;235.09;6194;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:44:00Z;235.09;235.1;235.17;235.07;1385;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:45:00Z;235.07;235;235.15;234.92;8710;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:46:00Z;235;234.98;235.01;234.78;1799;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:47:00Z;234.96;234.9;234.99;234.79;1007;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:48:00Z;234.94;234.89;234.96;234.83;1554;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:49:00Z;234.95;235.05;235.16;234.91;2890;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:50:00Z;235.11;235.28;235.38;235.07;10540;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:51:00Z;235.31;235.32;235.4;235.21;4714;
e6123145-9665-43e0-8413-cd61b8aa9b13;2019-07-18T07:52:00Z;235.32;235.28;235.45;235.25;13259;
