e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:00:00Z;291.01;291.9;292;290.78;72152;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:01:00Z;291.9;292.31;292.46;291.7;74488;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:02:00Z;292.38;291.9;292.38;291.75;52398;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:03:00Z;291.8;291.3;291.82;291.27;18229;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:04:00Z;291.33;291.49;291.5;291.23;11062;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:05:00Z;291.5;291.49;291.6;291.31;29410;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:06:00Z;291.48;291.13;291.54;291.13;15274;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:07:00Z;291.12;290.68;291.3;290.6;20282;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:08:00Z;290.7;290.82;290.99;290.6;17272;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:09:00Z;290.84;291.14;291.3;290.81;11042;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:10:00Z;291.21;291.48;291.6;291.11;18500;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:11:00Z;291.48;291.13;291.6;291.02;22482;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:12:00Z;291.16;290.94;291.16;290.81;9651;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:13:00Z;290.98;290.9;291.2;290.82;10580;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:14:00Z;290.9;290.7;290.97;290.69;5740;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:15:00Z;290.7;290.3;290.8;290.16;17830;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:16:00Z;290.3;289.96;290.3;289.55;35457;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:17:00Z;289.85;290.18;290.28;289.85;12891;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:18:00Z;290.18;289.28;290.2;289.17;17989;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:19:00Z;289.28;289.81;289.89;289.28;18106;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:20:00Z;289.89;289.7;289.95;289.7;5104;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-13T07:21:00Z;289.75;289.5;289.97;289.5;13372;
