e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:00:00Z;273;272.09;273.3;271.7;139176;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:01:00Z;272.2;272.71;272.95;272.15;44048;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:02:00Z;272.72;272.27;272.72;272.2;31089;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:03:00Z;272.2;272.39;272.49;272.16;19942;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:04:00Z;272.38;272.46;272.71;272.26;18936;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:05:00Z;272.46;272;272.68;272;25837;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:06:00Z;272;272.32;272.4;271.92;34201;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:07:00Z;272.32;271.85;272.4;271.85;33173;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:08:00Z;271.85;271.49;272;271.34;39972;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:09:00Z;271.5;271.27;271.6;271.16;46972;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:10:00Z;271.24;271.6;271.76;271.17;32504;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:11:00Z;271.59;271.77;271.8;271.4;22366;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:12:00Z;271.77;272.05;272.18;271.5;30397;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:13:00Z;272.1;271.95;272.11;271.72;13275;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:14:00Z;271.95;271.94;272;271.8;29512;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:15:00Z;271.91;271.85;272.25;271.82;37076;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:16:00Z;271.97;271.5;271.97;271.4;27195;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:17:00Z;271.48;271.52;271.99;271.45;25496;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:18:00Z;271.54;271.68;271.97;271.54;11374;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:19:00Z;271.68;272.18;272.24;271.68;28876;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:20:00Z;272.17;271.97;272.28;271.7;24569;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:21:00Z;271.9;271.95;271.98;271.79;9226;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:22:00Z;271.98;272.15;272.2;271.97;9918;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:23:00Z;272.13;272.36;272.37;272.07;12956;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:24:00Z;272.34;272.37;272.55;272.27;20801;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:25:00Z;272.37;272.42;272.5;272.28;11537;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:26:00Z;272.45;272.41;272.49;272.32;3696;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:27:00Z;272.4;272.79;272.79;272.4;20665;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:28:00Z;272.79;273;273.23;272.72;31372;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:29:00Z;273.04;272.85;273.13;272.68;13530;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:30:00Z;272.83;272.73;272.9;272.6;10384;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:31:00Z;272.82;272.51;272.85;272.5;19535;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:32:00Z;272.51;272.3;272.58;272.2;24041;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:33:00Z;272.32;272.48;272.5;272.3;4491;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:34:00Z;272.46;272.64;272.88;272.4;22600;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:35:00Z;272.71;272.61;272.77;272.51;4058;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:36:00Z;272.63;272.6;272.65;272.41;3619;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:37:00Z;272.65;272.88;272.94;272.6;7050;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:38:00Z;272.86;272.8;272.9;272.72;5939;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:39:00Z;272.79;272.66;272.79;272.54;9328;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:40:00Z;272.67;272.55;272.69;272.44;27744;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:41:00Z;272.56;272.55;272.59;272.4;5635;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:42:00Z;272.55;272.3;272.59;272.29;7390;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:43:00Z;272.29;272.44;272.48;272.25;5910;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:44:00Z;272.36;272.67;272.67;272.2;11523;
e6123145-9665-43e0-8413-cd61b8aa9b13;2021-01-22T07:45:00Z;272.61;272.3;272.61;272.3;8450;
