Id,Date,Open,Close,High,Low,Vol,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-19T07:14:00Z,260.05,260.05,260.05,260.05,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-19T07:30:00Z,290,290,290,290,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-19T10:13:00Z,290.75,290.75,290.75,290.75,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-20T07:59:00Z,295.05,295.05,295.05,295.05,8,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-20T08:06:00Z,295,294.75,295,294.75,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-21T07:23:00Z,289.05,289.05,289.05,289.05,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-21T09:47:00Z,297.5,297.5,297.5,297.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-21T12:09:00Z,299.5,299.5,299.5,299.5,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-24T14:23:00Z,268.45,268.45,268.45,268.45,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-26T07:22:00Z,289.95,289.95,289.95,289.95,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-26T07:30:00Z,290,290,290,290,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-27T07:20:00Z,283.35,283.35,283.35,283.35,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-27T11:28:00Z,303.05,303.05,303.05,303.05,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-27T13:45:00Z,309.5,309.5,309.5,309.5,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-27T15:29:00Z,301.2,301.2,301.2,301.2,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-01-28T07:14:00Z,290.25,290.25,290.25,290.25,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-02T09:40:00Z,300.05,300.05,300.05,300.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-02T09:51:00Z,319.95,319.95,319.95,319.95,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-02T10:06:00Z,300.05,300.05,300.05,300.05,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-02T10:10:00Z,319.95,319.95,319.95,319.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-03T13:05:00Z,303.45,303.45,303.45,303.45,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-04T09:58:00Z,317.7,317.7,317.7,317.7,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-07T07:00:00Z,347.9,347.9,347.9,347.9,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-07T07:09:00Z,293.2,293.2,293.2,293.2,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-08T07:13:00Z,302.75,302.75,302.75,302.75,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-08T08:25:00Z,313.6,313.6,313.6,313.6,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-08T12:54:00Z,302.75,302.75,302.75,302.75,4,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-08T13:03:00Z,302.75,302.75,302.75,302.75,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-09T12:28:00Z,301.5,301.5,301.5,301.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-10T07:17:00Z,329,329,329,329,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-10T07:19:00Z,333.8,333.8,333.8,333.8,4,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-10T08:40:00Z,312.4,312.4,312.4,312.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-11T07:14:00Z,320.2,320.2,320.2,320.2,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-14T07:37:00Z,284.05,284.05,284.05,284.05,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-14T11:14:00Z,333.3,333.3,333.3,333.3,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-15T07:30:00Z,335.05,335.05,335.05,335.05,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-15T08:19:00Z,351.9,351.9,351.9,351.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-15T09:03:00Z,344.8,344.8,344.8,344.8,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-15T13:57:00Z,344.85,344.85,344.85,344.85,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-15T14:25:00Z,341.55,341.55,341.55,341.55,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-16T07:10:00Z,325.2,325.2,325.2,325.2,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-16T08:16:00Z,326.45,326.45,326.45,326.45,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-17T07:10:00Z,333.3,333.3,333.3,333.3,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-17T08:31:00Z,343.2,343.2,343.2,343.2,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-17T08:51:00Z,340.2,340.2,340.2,340.2,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-17T09:30:00Z,340.05,340.05,340.05,340.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-17T14:49:00Z,335,335,335,335,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T08:18:00Z,349.6,349.6,349.6,349.6,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T13:29:00Z,325.4,325.4,325.4,325.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T13:31:00Z,325,325,325,325,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T14:15:00Z,319.65,319.65,319.65,319.65,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T14:43:00Z,315,315,315,315,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-18T15:03:00Z,321.25,321.25,321.25,321.25,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-21T08:12:00Z,308.25,308.25,308.25,308.25,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-25T07:11:00Z,217,217,217,217,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-25T07:47:00Z,224.95,224.95,224.95,224.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-02-25T07:48:00Z,224.9,224.9,224.9,224.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-28T07:31:00Z,166,166,166,166,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-28T10:05:00Z,182,182,182,182,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-28T10:38:00Z,175,170,175,170,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-29T07:19:00Z,182,182,182,182,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-29T07:41:00Z,155.05,155.05,155.05,155.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-29T09:19:00Z,199,229.95,229.95,199,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-29T09:20:00Z,229.95,229.95,229.95,229.95,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-30T07:19:00Z,192,192,192,192,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-30T07:20:00Z,218.95,218.95,218.95,218.95,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-30T07:34:00Z,218.95,218.95,218.95,218.95,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-30T08:31:00Z,218.95,218.95,218.95,218.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-30T09:40:00Z,175.15,175.15,175.15,175.15,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-31T07:32:00Z,194.2,194.2,194.2,194.2,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-31T14:43:00Z,199.05,199,199.05,199,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-31T15:20:00Z,195.05,195.05,195.05,195.05,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-03-31T15:21:00Z,195.05,195.05,195.05,195.05,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-06T10:52:00Z,198,198,198,198,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-12T15:07:00Z,244.9,244.9,244.9,244.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-13T07:29:00Z,210.05,210.05,210.05,210.05,8,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-13T09:34:00Z,189.3,189.3,189.3,189.3,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-13T12:37:00Z,210,210,210,210,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-13T15:07:00Z,215,215,215,215,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-14T08:37:00Z,217,217,217,217,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-04-27T07:44:00Z,188,188,188,188,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-05T09:06:00Z,179.9,179.9,179.9,179.9,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-13T11:19:00Z,173,173,173,173,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-17T08:51:00Z,185,185,185,185,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-18T10:34:00Z,188.05,188.05,188.05,188.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-18T15:36:00Z,187.5,187.5,187.5,187.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-20T10:37:00Z,188,188,188,188,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-26T14:26:00Z,178.1,178.1,178.1,178.1,7,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-26T14:55:00Z,181.9,181.9,181.9,181.9,7,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-26T15:06:00Z,182,182,182,182,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-30T14:28:00Z,200.55,200.55,200.55,200.55,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-30T15:03:00Z,215.9,215.9,215.9,215.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-31T10:29:00Z,211,211,211,211,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-31T10:33:00Z,209.25,209.25,209.25,209.25,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-31T11:02:00Z,207,207,207,207,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-05-31T13:16:00Z,216.5,216.5,216.5,216.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T07:08:00Z,205,205,205,205,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T07:14:00Z,173.95,173.95,173.95,173.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T07:16:00Z,162.05,162,162.05,162,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T07:58:00Z,169.9,169.9,169.9,169.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T09:09:00Z,167.5,167.5,167.5,167.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T12:23:00Z,165,165,165,165,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-01T14:08:00Z,163.3,163.3,163.3,163.3,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T07:45:00Z,158,158,158,158,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T11:03:00Z,158,158,158,158,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T11:04:00Z,156.85,156.85,156.85,156.85,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T13:20:00Z,156.55,156.55,156.55,156.55,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T13:49:00Z,156.5,156.5,156.5,156.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T15:34:00Z,155,155,155,155,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T15:36:00Z,153.2,153.2,153.2,153.2,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-02T15:39:00Z,154.2,154.2,154.2,154.2,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-03T08:03:00Z,148.6,148.5,148.6,148.5,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-03T08:05:00Z,146,146,146,146,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-03T13:48:00Z,150.1,150.1,150.1,150.1,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-06T07:21:00Z,150,150,150,150,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-06T10:30:00Z,147,147,147,147,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-07T15:16:00Z,150.95,150.95,150.95,150.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T07:33:00Z,152.65,152.65,152.65,152.65,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T07:39:00Z,151.35,151.35,151.35,151.35,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T07:56:00Z,152.9,152.9,152.9,152.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T08:21:00Z,154.65,154.65,154.65,154.65,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T08:32:00Z,154.95,154.95,154.95,154.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T10:03:00Z,155,155,155,155,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-08T11:02:00Z,153.05,153.05,153.05,153.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-09T08:55:00Z,155.85,155.85,155.85,155.85,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-15T07:20:00Z,149.05,149.05,149.05,149.05,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-17T08:17:00Z,148,148,148,148,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-17T13:32:00Z,147.7,147.7,147.7,147.7,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-20T07:41:00Z,149,149,149,149,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-21T12:42:00Z,155.95,155.95,155.95,155.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-21T15:03:00Z,155.95,155.95,155.95,155.95,4,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-22T08:30:00Z,146,146,146,146,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-24T08:04:00Z,146,146,146,146,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-27T08:47:00Z,146.05,146.05,146.05,146.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-29T09:01:00Z,143,143,143,143,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-29T09:05:00Z,142.65,142.65,142.65,142.65,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-30T07:51:00Z,146,146,146,146,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-30T08:16:00Z,160,160,160,160,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-06-30T13:07:00Z,139,139,139,139,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-01T14:51:00Z,134.3,134.1,134.3,134.1,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-01T14:52:00Z,160.7,160.7,160.7,160.7,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-05T07:12:00Z,135.45,135.45,135.45,135.45,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-05T07:16:00Z,135.45,135.45,135.45,135.45,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-05T12:28:00Z,133,133,133,133,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-05T14:13:00Z,135.5,135.5,135.5,135.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-06T10:43:00Z,141,141,141,141,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-08T11:19:00Z,142.15,142.15,142.15,142.15,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-08T15:26:00Z,142.9,142.9,142.9,142.9,8,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T07:54:00Z,130,130,130,130,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T07:57:00Z,129.7,129.7,129.7,129.7,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T10:59:00Z,128,128,128,128,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T11:24:00Z,127.4,127.4,127.4,127.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T11:33:00Z,127,127,127,127,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T13:42:00Z,128.4,128.4,128.4,128.4,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-14T14:09:00Z,128.4,128.4,128.4,128.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-15T07:25:00Z,127.95,127.95,127.95,127.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-15T10:35:00Z,129,129,129,129,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-26T07:44:00Z,147.4,147.4,147.4,147.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:51:00Z,154.15,167.9,167.9,154.15,18,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:52:00Z,154.15,154.2,154.2,154.15,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:54:00Z,153.35,153.35,153.35,153.35,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:55:00Z,153.3,153.35,153.35,153.3,12,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:56:00Z,153.05,153.05,153.05,153.05,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T08:57:00Z,167.6,167.6,167.6,167.6,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-07-27T13:23:00Z,149.35,149.35,149.35,149.35,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-01T09:32:00Z,155.3,158,158,155.3,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-01T09:44:00Z,159.15,159.15,159.15,159.15,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-01T13:57:00Z,157.35,157.35,157.35,157.35,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-01T14:30:00Z,169.9,169.9,169.9,169.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-04T09:24:00Z,159,159,159,159,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-04T09:26:00Z,158.15,158.15,158.15,158.15,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-05T07:38:00Z,156.5,156.5,156.5,156.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-05T07:39:00Z,154.35,154.35,154.35,154.35,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-05T10:10:00Z,163.3,163.3,163.3,163.3,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-08T13:58:00Z,159,159,159,159,3,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-09T09:50:00Z,179.9,179.9,179.9,179.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-17T09:30:00Z,187.9,187.9,187.9,187.9,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-31T07:27:00Z,156.45,156.45,156.45,156.45,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-31T07:30:00Z,156.5,156.5,156.5,156.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-31T08:25:00Z,156.4,156.4,156.4,156.4,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-08-31T11:32:00Z,156,156,156,156,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-01T13:35:00Z,164,164,164,164,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-01T13:40:00Z,164.95,164.95,164.95,164.95,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-01T13:52:00Z,165,165,165,165,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-01T14:03:00Z,165.9,165.9,165.9,165.9,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-02T07:52:00Z,167,167,167,167,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-02T07:57:00Z,166.05,166.05,166.05,166.05,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-05T11:33:00Z,169.45,169.45,169.45,169.45,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-05T12:28:00Z,175.15,175.15,175.15,175.15,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-06T11:03:00Z,178,178,178,178,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-06T11:22:00Z,177.1,177.1,177.1,177.1,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-06T12:01:00Z,172.5,172.5,172.5,172.5,6,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-06T12:02:00Z,172.5,172.4,172.5,172.4,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-12T09:17:00Z,178,178,178,178,7,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-13T10:03:00Z,192.75,192.75,192.75,192.75,9,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-14T07:03:00Z,157.15,157.05,157.15,157.05,8,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-14T07:57:00Z,199.95,199.95,199.95,199.95,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-15T11:15:00Z,164.5,164.5,164.5,164.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-15T13:26:00Z,167.1,167.1,167.1,167.1,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-20T10:11:00Z,158.5,158.5,158.5,158.5,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-20T10:45:00Z,156.85,156.85,156.85,156.85,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-20T11:09:00Z,158.3,158.3,158.3,158.3,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-20T12:11:00Z,146.3,146.25,146.3,146.25,10,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-26T12:45:00Z,168.15,168.15,168.15,168.15,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-09-28T14:12:00Z,130,130,130,130,5,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-03T07:45:00Z,146.15,146.15,146.15,146.15,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-04T12:28:00Z,125,125,125,125,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-04T14:07:00Z,121.35,121.35,121.35,121.35,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-07T12:46:00Z,112.55,112.55,112.55,112.55,4,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-07T15:17:00Z,119.6,119.6,119.6,119.6,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-17T07:14:00Z,143.55,143.55,143.55,143.55,4,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-17T08:16:00Z,142,142,142,142,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-19T11:47:00Z,127.7,127.7,127.7,127.7,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-20T09:29:00Z,136.4,136.4,136.4,136.4,2,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-25T07:11:00Z,153.85,153.85,153.85,153.85,1,
04e0fe21-bf52-43d0-ae80-3b30d840e5af,2022-10-25T08:10:00Z,160.1,160.1,160.1,160.1,1,
